CLIENTNUM,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_1,Naive_Bayes_Classifier_2
794496033,0.674,1302,36,0.636,0.099,0.00010183,0.9999
710519433,0.602,1439,40,0.481,0.804,0.000021,0.99998
814995933,0.564,1724,45,0.452,0.309,0.00018665,0.99981
721469433,1.205,1784,35,0.944,0.202,0.00019864,0.9998
788386908,0.862,1156,29,1.071,0.044,0.00020517,0.99979
717198633,1.322,2556,49,1.13,0.708,0.0000667,0.99993
767695083,0.845,1590,37,0.37,0,0.0000664,0.99993
711791583,1.005,884,19,0.727,0,0.99073,0.00927
712315683,1.019,973,25,0.923,0.766,0.97155,0.02845
710038008,0.741,1447,30,0.875,0,0.0000644,0.99994
789129033,0.772,1150,26,0.625,0.059,0.00020412,0.9998
718349058,0.512,1193,21,0.615,0.039,0.00018145,0.99982
789842283,0.967,706,21,0.5,0,0.99447,0.00553
714513033,0.563,1257,23,0.643,0,0.0000956,0.9999
714717483,0.913,1303,35,0.75,0,0.0000588,0.99994
714900408,0.67,1306,39,0.5,0,0.0000207,0.99998
719418933,0.659,748,20,0.429,0,0.9968,0.00320374
720115683,0.674,1774,42,2,0.053,0.00012144,0.99988
779504058,0.863,1209,25,1.5,0.381,0.0000391,0.99996
795979833,0.67,1074,31,0.632,0.312,0.0000503,0.99995
717392358,0.79,1786,50,0.786,0.046,0.00010684,0.99989
718640508,0.74,1456,36,0.714,0.529,0.0000473,0.99995
803366358,0.898,1300,25,1.083,0.15,0.0000708,0.99993
709230708,0.491,1470,42,0.235,0.428,0.00012274,0.99988
781794708,0.528,715,25,0.562,0.112,0.99124,0.00876
801383808,1.326,1198,24,1,0.036,0.00019864,0.9998
710677608,0.957,1556,43,1.048,0.041,0.0000494,0.99995
708217758,2.271,1606,30,1.5,0.147,0.00019143,0.99981
714272658,1.046,929,31,0.409,0.85,0.99462,0.00538
717469158,0.565,1606,54,0.421,0.075,0.0000729,0.99993
711864783,0.675,1199,32,0.6,0.517,0.0001736,0.99983
719407983,1.362,2400,60,0.622,0.72,0.00018162,0.99982
710665533,0.588,1337,44,0.76,0.067,0.00017004,0.99983
716804283,0.954,1270,33,0.833,0.056,0.00011703,0.99988
767294658,0.885,654,14,0.4,0,0.99466,0.00534
709122483,0.942,1909,54,0.688,0.548,0.0000689,0.99993
708241233,1.035,922,25,0.562,0,0.99547,0.00453174
717860358,0.542,1158,42,0.355,0.436,0.00018145,0.99982
789337233,0.89,1323,26,0.444,0.82,0.00013328,0.99987
720902133,0.481,1025,35,0.667,0,0.0000185,0.99998
721043058,0.801,1700,35,1.5,0.179,0.00010679,0.99989
711870333,0.858,1628,51,1.217,0.046,0.00031104,0.99969
708398283,1.04,1377,32,0.684,0.201,0.00010684,0.99989
715878183,0.815,1517,33,0.65,0.039,0.00031726,0.99968
719451483,0.783,1528,25,1.083,0.523,0.00022196,0.99978
709110633,0.715,1329,24,0.6,0.081,0.000087,0.99991
721059033,0.965,1505,33,0.737,0.403,0.0000556,0.99994
779912283,0.96,1172,38,0.462,0.171,0.00018665,0.99981
717701733,1.16,1646,39,1.294,0.176,0.00011382,0.99989
709913733,1.26,1693,32,1.286,0.671,0.0000424,0.99996
718768158,0.781,1336,23,0.211,0,0.0000503,0.99995
721375308,0.759,1289,19,0.727,0.044,0.0000934,0.99991
711374283,0.505,1416,32,0.778,0.079,0.0000205,0.99998
822893133,0.94,1608,33,1.2,0,0.0000532,0.99995
778465533,0.75,1885,51,0.545,0,0.000046,0.99995
712138983,0.76,1744,53,0.606,0.752,0.00016883,0.99983
716920908,1.519,1922,48,0.655,0.194,0.0000207,0.99998
708095133,0.428,1448,29,0.381,0.055,0.00013121,0.99987
711195558,0.591,1300,36,0.8,0.221,0.00027607,0.99972
772735758,0.387,1366,31,0.632,0.657,0.0000433,0.99996
712024908,0.891,1439,39,1.053,0.476,0.0001747,0.99983
778239933,0.583,1241,46,0.643,0.729,0.0000696,0.99993
714893733,1.566,1917,33,0.941,0.048,0.00027604,0.99972
754886958,0.696,1391,39,0.625,0.179,0.0000935,0.99991
710104908,0.938,1246,31,0.824,0.911,0.0000204,0.99998
710558883,1.08,1248,27,0.688,0.06,0.00019191,0.99981
713827383,0.665,1936,44,1.316,0.78,0.0000383,0.99996
720267033,1.06,2375,63,0.575,0.35,0.00022196,0.99978
712049208,0.484,1238,25,1.083,0.636,0.0000672,0.99993
708688608,1.346,1626,41,0.864,0.632,0.000099,0.9999
716223708,0.731,791,22,0.833,0.176,0.99691,0.00308778
713217858,0.479,1204,28,0.333,0,0.00031104,0.99969
819352983,0.691,1300,33,0.5,0.093,0.00012982,0.99987
711019308,1.138,1612,47,0.88,0.24,0.0000408,0.99996
768600558,0.638,1071,28,1,0.698,0.00020077,0.9998
710202783,0.68,1378,37,0.762,0.877,0.00030251,0.9997
712899333,0.63,1100,29,0.381,0.255,0.00011605,0.99988
767036433,0.94,2052,45,0.607,0.226,0.0000191,0.99998
793473033,0.949,1349,33,1.357,0.78,0.00017969,0.99982
721232058,0.893,1215,36,0.714,0.048,0.0000786,0.99992
719443683,1.048,1149,25,0.562,0.078,0.99496,0.00504
715449333,1.142,2354,50,0.786,0.798,0.0000479,0.99995
717998058,0.525,2644,40,0.481,0.781,0.00015435,0.99985
779610033,1.022,918,14,0.556,0.148,0.99639,0.00360825
827332983,0.618,1362,31,1.214,0.061,0.00013228,0.99987
721183983,0.575,1222,37,0.85,0.029,0.0001106,0.99989
718426533,0.62,1364,32,0.684,0,0.0000594,0.99994
710698233,0.93,1463,40,1,0.12,0.0000578,0.99994
780253533,1.265,1631,31,0.824,0.651,0.0000626,0.99994
793581933,0.802,1878,55,0.41,0.076,0.00047034,0.99953
719229708,0.591,1489,32,0.455,0.169,0.00016413,0.99984
715158483,1.167,1437,37,0.609,0.514,0.00019864,0.9998
809296308,0.755,1313,37,0.609,0.108,0.0000408,0.99996
778176108,0.722,1290,38,0.462,0.257,0.000095,0.99991
796532958,1.391,1975,49,1.579,0.204,0.00016966,0.99983
709345008,0.644,807,22,0.692,0,0.9964,0.00359603
717049533,0.512,1438,28,0.556,0.202,0.0000996,0.9999
719366358,0.701,1233,29,0.611,0.231,0.00018145,0.99982
721417233,0.676,709,27,0.421,0,0.99705,0.00294997
711622683,0.861,1597,39,0.56,0.18,0.00034872,0.99965
714578283,0.865,1283,28,1.154,0,0.0000623,0.99994
769574883,0.892,1101,37,0.276,0.197,0.0000901,0.99991
717643608,0.493,1593,36,0.333,0.061,0.0001834,0.99982
709198158,0.412,1631,46,0.533,0.617,0.000044,0.99996
712419708,1.134,2194,53,0.606,0.458,0.0000648,0.99994
709103358,0.605,1128,27,0.929,0,0.00029411,0.99971
716966808,0.566,1497,35,0.25,0.142,0.00028395,0.99972
772264383,1.058,1385,50,0.515,0,0.0000926,0.99991
721057758,1.337,1449,27,1.455,0,0.00019751,0.9998
769137108,1.004,974,28,0.273,0,0.99223,0.00777
717640083,0.749,731,18,0.5,0,0.99431,0.00569
716445783,0.791,1191,37,1.176,0,0.0000432,0.99996
708579633,0.631,1421,34,0.308,0.075,0.00015117,0.99985
718715583,0.81,1256,35,0.591,0.436,0.00035894,0.99964
778686408,0.904,1744,50,0.852,0.054,0.00016415,0.99984
715015683,0.777,1766,39,0.625,0.374,0.00010848,0.99989
805254708,1.389,2229,48,0.778,0.081,0.0000484,0.99995
710462433,1.285,1773,39,1.053,0.051,0.00011937,0.99988
721342383,1.078,1860,37,0.85,0,0.00017987,0.99982
720179883,0.684,1179,27,0.688,0,0.00011061,0.99989
794977533,0.749,906,16,0.333,0,0.99338,0.00662
779445108,0.466,2781,54,0.35,0.491,0.0000473,0.99995
718193958,0.652,1650,53,0.606,0.719,0.00015871,0.99984
710955633,0.812,1446,37,0.762,0.216,0.0000305,0.99997
716149383,0.658,1703,48,0.371,0.244,0.0002596,0.99974
752604633,0.856,761,17,0.214,0,0.99697,0.00303398
713889933,0.533,1536,44,0.63,0,0.0000977,0.9999
709446783,0.543,1373,36,1.118,0.572,0.00018864,0.99981
789115833,0.759,1256,29,0.706,0.32,0.00018339,0.99982
711242058,0.766,643,16,0.231,0.212,0.99207,0.00793
787623858,0.426,1215,45,0.406,0.056,0.000039,0.99996
709040508,1.125,2244,58,0.706,0.099,0.00015311,0.99985
708864708,0.408,1409,36,0.5,0.07,0.00011483,0.99989
717758583,0.708,1469,23,1.091,0.545,0.0000692,0.99993
715416633,0.709,1847,59,0.405,0.155,0.0000568,0.99994
717956283,0.886,1277,29,0.526,0.178,0.0000191,0.99998
721379433,0.695,1227,24,0.5,0,0.00020077,0.9998
712027683,0.85,1336,38,0.652,0.214,0.00016471,0.99984
716027208,1.317,1110,58,0.349,0.036,0.0000504,0.99995
720475233,0.763,1474,26,0.857,0.482,0.0001861,0.99981
712275108,1.073,1955,44,0.76,0.314,0.00030519,0.99969
718121658,0.701,660,17,0.308,0,0.99639,0.00360825
711593808,1.037,888,18,1.25,0,0.99431,0.00569
716222808,1.297,1785,45,1.143,0.393,0.0000944,0.99991
718731183,0.526,705,14,0.273,0.144,0.99156,0.00844
788779008,0.593,1211,25,0.923,0.666,0.0000535,0.99995
710404533,0.65,1391,40,0.212,0.599,0.0000686,0.99993
711173058,0.976,1407,29,0.812,0.33,0.0000729,0.99993
715383108,0.426,1616,50,0.515,0.063,0.0000332,0.99997
711697158,0.995,1498,43,0.536,0.663,0.0000977,0.9999
709186983,0.831,1536,38,0.652,0.258,0.0000358,0.99996
808964433,0.799,1594,45,0.452,0.159,0.0000504,0.99995
711948333,0.735,1190,30,0.5,0.077,0.0000532,0.99995
710541858,0.822,1248,37,0.85,0.185,0.0000748,0.99993
713865333,0.993,827,21,0.75,0,0.99747,0.00252933
797707008,0.685,920,18,0.5,0,0.99286,0.00714
713490483,0.676,1755,54,0.543,0,0.00010043,0.9999
720370533,0.737,804,15,0.5,0,0.99183,0.00817
779743908,0.296,1196,30,0.429,0,0.00013121,0.99987
718675158,0.963,850,22,0.692,0.251,0.98965,0.01035
710784333,1.487,1644,28,0.647,0.055,0.00012511,0.99987
816596583,0.914,1749,50,0.429,0.059,0.00015697,0.99984
717517758,1.328,2307,45,0.8,0.371,0.000095,0.99991
712880283,0.717,1757,45,0.607,0.275,0.0000585,0.99994
753226158,0.963,1826,35,1.059,0.506,0.00011382,0.99989
720605808,0.672,799,17,0.214,0,0.99447,0.00553
758317233,0.625,2121,60,0.579,0.448,0.00018334,0.99982
711028308,0.619,1468,29,0.381,0,0.0000213,0.99998
814852533,0.552,1482,46,0.643,0.07,0.00010684,0.99989
711526533,0.955,1726,37,0.85,0.128,0.00023373,0.99977
804403908,0.658,1806,31,0.409,0.051,0.00019864,0.9998
716999883,0.584,1405,43,0.387,0.09,0.0000428,0.99996
716452083,1.064,2052,50,0.724,0.269,0.00020735,0.99979
787599258,0.504,1175,34,0.7,0.178,0.0000572,0.99994
714495258,0.553,1786,37,0.37,0.333,0.0000773,0.99992
717713283,0.872,1675,58,0.415,0.125,0.0003139,0.99969
789317883,0.807,1200,36,0.895,0.091,0.00029411,0.99971
714500883,0.499,1283,37,0.542,0.039,0.00019864,0.9998
789467508,0.908,1937,57,0.781,0.53,0.0000569,0.99994
710317758,1.142,2033,38,0.727,0.135,0.00011482,0.99989
711231558,1.455,1915,37,1.056,0.303,0.0000934,0.99991
716829483,1.06,1988,36,0.895,0.682,0.00013897,0.99986
779713608,1.242,1648,30,1.5,0.456,0.0000535,0.99995
711628458,0.825,1902,45,0.667,0.102,0.0000211,0.99998
718943508,0.524,1454,35,0.522,0.584,0.00020516,0.99979
770724558,0.65,838,24,0.412,0,0.98902,0.01098
783561558,0.709,1918,61,0.649,0,0.00023623,0.99976
719309958,0.881,837,25,0.667,0,0.99286,0.00714
788785083,0.729,4311,78,0.56,0.337,0.00018146,0.99982
780481308,0.692,1567,33,0.32,0.146,0.00011811,0.99988
711757383,0.668,1905,39,0.345,0,0.0000628,0.99994
787550808,0.539,1422,26,0.529,0.128,0.0000551,0.99994
779863533,0.867,1680,32,0.778,0,0.0000394,0.99996
714529233,0.869,1652,41,0.367,0.51,0.0000926,0.99991
708177333,0.736,1158,26,0.857,0.221,0.0000583,0.99994
812019933,0.906,1797,46,0.586,0.819,0.0001736,0.99983
708557358,0.69,1911,55,0.571,0.061,0.00018612,0.99981
713580633,0.767,1260,27,0.688,0,0.00019864,0.9998
711466533,0.433,1489,45,0.324,0.217,0.00011382,0.99989
802276683,0.896,1794,31,1.385,0.171,0.0003139,0.99969
780913308,0.501,1510,42,0.75,0.183,0.0000479,0.99995
808897683,1.336,3231,47,0.306,0.046,0.99649,0.00350838
719428308,0.661,1274,32,1,0.543,0.00011065,0.99989
713010483,0.694,1572,57,0.676,0.81,0.0000961,0.9999
717006333,0.759,1935,41,0.708,0.788,0.0000556,0.99994
787621158,1.054,2187,59,0.405,0.079,0.00033251,0.99967
716924058,0.803,1417,25,0.25,0.189,0.0000952,0.9999
720916683,0.754,1465,31,0.476,0.153,0.00018665,0.99981
720923658,0.6,1570,45,0.452,0.202,0.00013897,0.99986
712710708,0.607,1445,40,0.29,0.403,0.0000408,0.99996
718939083,1.035,694,15,0.364,0.213,0.98932,0.01068
779519058,0.725,1929,40,0.481,0.046,0.00011683,0.99988
719085933,1.373,2447,64,1,0.037,0.0000572,0.99994
715124958,0.566,1306,31,0.55,0.068,0.00020424,0.9998
712979133,1.031,646,10,0.25,0.033,0.99146,0.00854
712006308,0.702,1236,35,0.591,0.285,0.0000773,0.99992
710801133,1.226,2513,63,0.615,0.271,0.0000566,0.99994
712490283,1.516,2091,48,0.778,0.798,0.00031726,0.99968
720071583,0.986,854,22,0.375,0.112,0.99028,0.00972
717958833,2.282,1848,25,1.083,0.456,0.0000578,0.99994
812420358,0.857,949,17,0.133,0.261,0.99616,0.0038363
712370208,0.604,1371,37,0.423,0.071,0.00010985,0.99989
715940358,0.76,1804,49,0.75,0.41,0.00010684,0.99989
715041333,1.021,1605,43,0.344,0.712,0.0001391,0.99986
712797258,0.587,1463,38,0.583,0.062,0.0000961,0.9999
769170558,0.757,1279,41,0.708,0,0.00037935,0.99962
715884858,1.008,1470,28,0.4,0.35,0.00029408,0.99971
796343058,0.481,1265,38,0.462,0,0.0000535,0.99995
783910008,0.794,2002,60,0.429,0.515,0.00010736,0.99989
718888308,0.741,1475,33,0.833,0.073,0.00018665,0.99981
785114808,0.789,1419,30,0.667,0,0.00012101,0.99988
709852908,0.745,1628,37,0.542,0,0.00032275,0.99968
823528833,1.485,1337,29,1.071,0.593,0.00019751,0.9998
719679858,0.517,1135,27,0.421,0.515,0.00011703,0.99988
827108583,0.846,1161,26,0.368,0.037,0.0000934,0.99991
787833333,1.027,1571,38,0.52,0.203,0.0000556,0.99994
719781183,0.747,1916,40,0.538,0.101,0.0000944,0.99991
710429358,0.939,1346,30,0.364,0.757,0.0000845,0.99992
798792408,0.688,805,24,0.143,0,0.98941,0.01059
710280558,0.492,1195,18,0.8,0.286,0.00016883,0.99983
809825358,0.557,1155,34,0.545,0.457,0.0000988,0.9999
714451833,0.597,1431,34,0.545,0,0.0001546,0.99985
713943783,0.62,1194,25,0.471,0.05,0.00022196,0.99978
710706558,0.32,1154,33,0.571,0.654,0.0000972,0.9999
713620308,0.413,1232,34,0.545,0.371,0.00035539,0.99964
813453408,0.502,1269,30,0.875,0.692,0.000093,0.99991
818248383,0.898,1742,35,1.5,0,0.00043772,0.99956
780106908,0.594,1379,26,1,0.122,0.00010386,0.9999
708938508,1.441,1870,35,0.842,0.345,0.00016413,0.99984
709671708,0.956,1207,32,0.684,0.051,0.0000606,0.99994
711204483,0.987,781,15,0.364,0.825,0.99677,0.00323086
801728658,1.178,1773,38,0.407,0.1,0.0000664,0.99993
713945883,0.678,864,20,0.333,0.206,0.99129,0.00871
779558733,0.906,1559,39,1.167,0.056,0.0000574,0.99994
788370258,0.896,1830,64,0.524,0.976,0.00018864,0.99981
714927333,0.77,1542,43,0.654,0.17,0.00015435,0.99985
710383158,0.499,1506,47,0.516,0,0.0000531,0.99995
798007308,0.528,1175,41,0.464,0,0.0000205,0.99998
711768858,0.785,1383,20,1.857,0.347,0.0001861,0.99981
714888633,0.794,1837,57,0.629,0.292,0.00048435,0.99952
712650333,0.675,1191,40,0.481,0.139,0.00018146,0.99982
719945433,0.708,1793,53,0.963,0,0.00010985,0.99989
720310458,0.84,1560,49,0.4,0.109,0.0000708,0.99993
718344033,0.596,1564,59,0.686,0.278,0.00017488,0.99983
715442958,1.048,1843,38,1.235,0.227,0.00031104,0.99969
780326883,0.735,2165,61,0.649,0.127,0.00043772,0.99956
711157833,0.711,1631,41,0.323,0.324,0.0000211,0.99998
719704308,0.486,1265,32,0.391,0.745,0.0000339,0.99997
708772308,0.561,1455,35,0.667,0.402,0.00032275,0.99968
817663908,0.914,1137,27,0.929,0.226,0.00028395,0.99972
780054258,0.764,1367,35,0.75,0.069,0.00019764,0.9998
709990983,0.56,1292,26,0.733,0.142,0.00013897,0.99986
818045958,0.559,1682,46,0.438,0.259,0.00018864,0.99981
716380683,1.015,1598,39,0.5,0.397,0.0000556,0.99994
787480158,0.858,1555,39,0.625,0.657,0.0000462,0.99995
778461408,1.633,2409,36,0.8,0.045,0.00016413,0.99984
713861733,0.869,1770,65,0.585,0.045,0.00011256,0.99989
789291633,0.701,1526,45,0.8,0.177,0.000036,0.99996
789513858,0.694,891,28,0.4,0,0.99544,0.00455805
778357458,0.646,1756,42,0.355,0.611,0.00034328,0.99966
718325883,1.181,1241,22,1,0.246,0.00018494,0.99982
720344658,0.845,1681,43,0.87,0.101,0.0000323,0.99997
809292483,0.857,1224,32,0.778,0.227,0.00011605,0.99988
779791008,0.786,1572,38,0.52,0.284,0.00019311,0.99981
779557533,1.042,1566,50,0.562,0.092,0.00033411,0.99967
795904233,0.687,1579,40,0.6,0.027,0.0000232,0.99998
710573808,0.39,1334,31,0.409,0.632,0.00033251,0.99967
717418158,0.69,1230,34,0.889,0.053,0.0000625,0.99994
771963708,0.894,767,25,0.562,0,0.99515,0.00484967
712433508,0.57,724,16,0.231,0,0.99496,0.00504
779320983,0.909,1638,49,0.633,0.059,0.00019396,0.99981
718093233,0.816,1349,47,0.88,0,0.00035594,0.99964
719459358,1.219,1751,48,0.92,0.029,0.0001546,0.99985
717728808,0.813,1414,40,0.333,0.268,0.0000551,0.99994
788701608,0.605,1260,32,0.6,0.578,0.00020077,0.9998
778506633,0.764,965,27,0.421,0.051,0.9949,0.0051
719989008,0.856,1121,25,0.667,0.086,0.0000185,0.99998
791839233,0.859,1411,28,0.474,0.087,0.00020735,0.99979
716918508,0.621,1602,49,0.441,0.318,0.00027607,0.99972
717321783,0.445,1617,47,0.424,0.123,0.00010985,0.99989
799000008,0.742,1244,36,0.5,0.056,0.0000391,0.99996
721517208,0.589,1263,29,0.611,0.803,0.0000987,0.9999
719068683,0.693,1036,25,0.25,0.594,0.0000503,0.99995
709120008,0.519,1217,39,1.438,0,0.00017486,0.99983
709117533,0.505,1556,35,0.842,0.071,0.00010943,0.99989
816594183,1.158,2005,62,0.59,0.684,0.00019683,0.9998
789485433,0.678,1698,67,0.763,0.019,0.00019519,0.9998
712881483,1.043,2041,45,0.875,0.19,0.00033411,0.99967
712689333,0.66,1102,31,0.632,0.059,0.00019771,0.9998
771492408,0.691,1346,30,1.308,0.722,0.0000551,0.99994
711668283,0.609,1511,35,0.207,0.078,0.00025751,0.99974
772684833,1.119,1761,42,0.909,0.77,0.00018558,0.99981
712960308,1.03,2117,61,0.649,0.291,0.0000323,0.99997
713530833,0.568,596,15,0.5,0.548,0.99671,0.00329379
756065433,0.777,2560,46,0.314,0.73,0.00010736,0.99989
710997183,0.737,1409,39,0.345,0.032,0.00019547,0.9998
711146358,0.723,1759,33,0.737,0.524,0.00016883,0.99983
716144058,0.928,1886,66,0.65,0,0.00027607,0.99972
778699908,0.856,915,29,2.222,0,0.9968,0.00320374
713571258,0.646,1343,41,0.519,0.05,0.00017865,0.99982
711676908,0.703,1870,56,0.647,0.115,0.00019313,0.99981
719315508,1.296,1557,25,1.778,0.81,0.00010736,0.99989
778623858,1.558,1824,49,1.45,0.511,0.00026692,0.99973
714665733,0.568,1294,26,0.444,0.306,0.0000213,0.99998
816089433,1.146,1545,31,0.824,0.473,0.0000504,0.99995
716991933,0.701,820,25,0.562,0,0.99143,0.00857
714534108,0.678,1675,47,0.469,0.294,0.0000901,0.99991
787456608,0.778,1678,37,0.542,0.393,0.00011065,0.99989
717090183,0.654,2117,48,0.655,0.099,0.0000748,0.99993
772782708,0.765,1721,56,0.75,0.054,0.00013897,0.99986
710722908,0.86,1267,23,0.533,0.055,0.0000305,0.99997
795155433,1.061,1562,33,1.2,0.104,0.00012373,0.99988
715271733,0.504,1193,35,0.346,0.096,0.0000682,0.99993
771706308,0.558,1254,34,0.478,0.048,0.00026028,0.99974
713989233,2.675,1731,32,3.571,0.134,0.0001933,0.99981
780198258,0.597,1099,39,0.696,0.219,0.00007,0.99993
802002858,0.935,747,19,0.583,0,0.98049,0.01951
716290233,0.563,1352,35,0.944,0,0.00019864,0.9998
828298908,0.613,1770,47,0.741,0.709,0.000044,0.99996
788946783,0.759,1812,50,0.923,0,0.00010183,0.9999
720697908,0.681,1673,58,0.526,0.621,0.00010545,0.99989
780598383,0.682,2167,65,0.512,0.719,0.00027008,0.99973
715345833,0.691,2369,56,0.75,0.412,0.000099,0.9999
710831133,0.792,1582,47,1.043,0.082,0.00012982,0.99987
766706358,1.048,1800,33,0.5,0.553,0.0000729,0.99993
816533733,0.822,1567,44,0.467,0,0.00011743,0.99988
712373208,0.698,647,19,0.462,0,0.99631,0.00368792
721433283,0.515,1447,39,0.696,0.112,0.00010386,0.9999
720680058,0.664,1145,37,0.423,0.428,0.000109,0.99989
716909283,0.475,3280,78,0.625,0,0.00010231,0.9999
754654383,1.12,1577,35,0.522,0.465,0.0000408,0.99996
719226333,0.897,1140,25,0.786,0.2,0.00020735,0.99979
779759058,0.671,1736,40,1.105,0.53,0.00015435,0.99985
718206783,0.732,1436,36,1.25,0.103,0.00012303,0.99988
715783758,0.557,1513,38,0.583,0.051,0.00031726,0.99968
771190083,0.798,2505,69,0.568,0.707,0.0000838,0.99992
713135883,0.808,1723,51,0.5,0.166,0.0000554,0.99994
778799583,0.633,1695,48,0.548,0.859,0.0000313,0.99997
808796208,0.967,1532,44,0.692,0.46,0.00019771,0.9998
708313608,0.744,2110,43,1.048,0.859,0.0000757,0.99992
779330208,0.448,1807,45,0.607,0.677,0.0001747,0.99983
794498733,0.466,1687,46,0.533,0.08,0.00040183,0.9996
807964908,0.789,1481,45,0.452,0.253,0.00011604,0.99988
823845783,0.573,1318,37,0.194,0.586,0.00021042,0.99979
711748983,0.889,1946,45,0.552,0.206,0.00016413,0.99984
718064283,0.84,1481,41,0.519,0.062,0.0000708,0.99993
710492733,0.893,2168,42,2.5,0.109,0.0000556,0.99994
779016408,1.139,1583,32,0.6,0.803,0.0000988,0.9999
717787533,0.426,1229,34,0.478,0.425,0.0000303,0.99997
714851058,1.1,1718,42,0.448,0.801,0.0000569,0.99994
823535133,0.718,1402,34,0.889,0.054,0.00011703,0.99988
708455883,0.78,1127,29,0.381,0.084,0.99411,0.00589
780095808,0.788,1053,31,0.55,0.645,0.0000783,0.99992
709207458,0.471,1340,25,0.923,0.149,0.00019864,0.9998
763895958,0.858,732,21,0.615,0,0.99061,0.00939
715942683,0.813,2346,71,0.651,0,0.0000961,0.9999
721301733,0.987,1580,45,0.667,0.033,0.00016883,0.99983
711927108,1.024,1196,28,0.333,0.037,0.99808,0.00191647
718083483,1.25,2086,50,0.786,0.343,0.0000791,0.99992
717548358,0.824,1665,57,0.629,0.878,0.000099,0.9999
816829608,0.871,1495,39,0.393,0,0.00012511,0.99987
713936583,0.983,2187,58,0.657,0.304,0.00010848,0.99989
709682658,0.855,1371,23,0.917,0.814,0.0001106,0.99989
793889508,0.808,1235,37,0.682,0,0.00030251,0.9997
714648933,0.938,1556,40,0.538,0.231,0.0000436,0.99996
711556533,1.034,1212,24,0.6,0,0.00028395,0.99972
717420333,0.877,2701,60,0.714,0.342,0.00016413,0.99984
768921933,0.858,1750,47,0.808,0.848,0.00029408,0.99971
714311583,0.928,1610,43,0.387,0.064,0.00018864,0.99981
717707133,0.894,2184,63,1.032,0.231,0.00019751,0.9998
716043258,0.694,1745,41,0.577,0.545,0.0000628,0.99994
716343408,0.611,1381,40,0.481,0.163,0.0000712,0.99993
718909158,0.627,1793,37,0.947,0.118,0.00027607,0.99972
719471433,1.074,1831,36,1,0.729,0.00015435,0.99985
712763808,0.401,1468,36,0.241,0.304,0.00033251,0.99967
